Targeting Code	Price (CPM)	Full Name	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Description	Updated Description
FDC575	$1.50	Brand Shoppers > Metro PCS	Factual	Geopulse Audiences	Brand Shoppers	Metro PCS				Consumers that have recently been to Metro PCS	
FDC574	$1.50	Brand Shoppers > Mercedes Dealer	Factual	Geopulse Audiences	Brand Shoppers	Mercedes Dealer				Consumers that have recently been to a Mercedes Dealer	
FDC573	$1.50	Brand Shoppers > Men's Wearhouse	Factual	Geopulse Audiences	Brand Shoppers	Men's Wearhouse				Consumers that have recently been to Men's Wearhouse	
FDC572	$1.50	Brand Shoppers > Meijer	Factual	Geopulse Audiences	Brand Shoppers	Meijer				Consumers that have recently been to Meijer	
FDC571	$1.50	Brand Shoppers > Mazda Dealer	Factual	Geopulse Audiences	Brand Shoppers	Mazda Dealer				Consumers that have recently been to a Mazda Dealer	
FDC570	$1.50	Brand Shoppers > Marriott Hotels & Resorts	Factual	Geopulse Audiences	Brand Shoppers	Marriott Hotels & Resorts				Consumers that have recently been to a Marriott Hotels & Resorts location	
FDC57	$1.50	Brand Shoppers > Ace Hardware	Factual	Geopulse Audiences	Brand Shoppers	Ace Hardware				Consumers that have recently been to Ace Hardware	
FDC569	$1.50	Brand Shoppers > Madewell	Factual	Geopulse Audiences	Brand Shoppers	Madewell				Consumers that have recently been to Madewell	
FDC568	$1.50	Brand Shoppers > Lululemon Athletica	Factual	Geopulse Audiences	Brand Shoppers	Lululemon Athletica				Consumers that have recently been to Lululemon Athletica	
FDC567	$1.50	Brand Shoppers > LOFT	Factual	Geopulse Audiences	Brand Shoppers	LOFT				Consumers that have recently been to LOFT	
FDC566	$1.50	Brand Shoppers > Lexus Dealer	Factual	Geopulse Audiences	Brand Shoppers	Lexus Dealer				Consumers that have recently been to a Lexus Dealer	
FDC565	$1.50	Brand Shoppers > LensCrafters	Factual	Geopulse Audiences	Brand Shoppers	LensCrafters				Consumers that have recently been to LensCrafters	
FDC564	$1.50	Brand Shoppers > Lands' End	Factual	Geopulse Audiences	Brand Shoppers	Lands' End				Consumers that have recently been to Lands' End	
FDC563	$1.50	Brand Shoppers > Land Rover Dealer	Factual	Geopulse Audiences	Brand Shoppers	Land Rover Dealer				Consumers that have recently been to a Land Rover Dealer	
FDC562	$1.50	Brand Shoppers > La-Z-Boy	Factual	Geopulse Audiences	Brand Shoppers	La-Z-Boy				Consumers that have recently been to La-Z-Boy	
FDC561	$1.50	Brand Shoppers > Kay Jewelers	Factual	Geopulse Audiences	Brand Shoppers	Kay Jewelers				Consumers that have recently been to Kay Jewelers	
FDC560	$1.50	Brand Shoppers > JW Marriott	Factual	Geopulse Audiences	Brand Shoppers	JW Marriott				Consumers that have recently been to JW Marriott	
FDC56	$1.50	Brand Shoppers > Aaron's	Factual	Geopulse Audiences	Brand Shoppers	Aaron's				Consumers that have recently been to Aaron's	
FDC559	$1.50	Brand Shoppers > Jiffy Lube	Factual	Geopulse Audiences	Brand Shoppers	Jiffy Lube				Consumers that have recently been to Jiffy Lube	
FDC558	$1.50	Brand Shoppers > Jenny Craig Weight Loss Center	Factual	Geopulse Audiences	Brand Shoppers	Jenny Craig Weight Loss Center				Consumers that have recently been to Jenny Craig Weight Loss Center	
FDC557	$1.50	Brand Shoppers > Jaguar Dealer	Factual	Geopulse Audiences	Brand Shoppers	Jaguar Dealer				Consumers that have recently been to a Jaguar Dealer	
FDC556	$1.50	Brand Shoppers > J.Crew	Factual	Geopulse Audiences	Brand Shoppers	J.Crew				Consumers that have recently been to J.Crew	
FDC555	$1.50	Brand Shoppers > Infiniti Dealer	Factual	Geopulse Audiences	Brand Shoppers	Infiniti Dealer				Consumers that have recently been to an Infiniti Dealer	
FDC554	$1.50	Brand Shoppers > IKEA	Factual	Geopulse Audiences	Brand Shoppers	IKEA				Consumers that have recently been to IKEA	
FDC553	$1.50	Brand Shoppers > HomeGoods	Factual	Geopulse Audiences	Brand Shoppers	HomeGoods				Consumers that have recently been to HomeGoods	
FDC552	$1.50	Brand Shoppers > Holiday Inn Express	Factual	Geopulse Audiences	Brand Shoppers	Holiday Inn Express				Consumers that have recently been to Holiday Inn Express	
FDC551	$1.50	Brand Shoppers > Holiday Inn	Factual	Geopulse Audiences	Brand Shoppers	Holiday Inn				Consumers that have recently been to Holiday Inn	
FDC550	$1.50	Brand Shoppers > Hilton	Factual	Geopulse Audiences	Brand Shoppers	Hilton				Consumers that have recently been to Hilton	
FDC55	$1.50	Behavioral - Travel and Transportation > Value Conscious Hotel Loyalists	Factual	Geopulse Audiences	Behavioral - Travel and Transportation	Value Conscious Hotel Loyalists				Consumers that frequent budget hotels.	
FDC549	$1.50	Brand Shoppers > Hertz Rent A Car	Factual	Geopulse Audiences	Brand Shoppers	Hertz Rent A Car				Consumers that have recently been to Hertz Rent A Car	
FDC548	$1.50	Brand Shoppers > Helzberg Diamonds	Factual	Geopulse Audiences	Brand Shoppers	Helzberg Diamonds				Consumers that have recently been to Helzberg Diamonds	
FDC547	$1.50	Brand Shoppers > H&M	Factual	Geopulse Audiences	Brand Shoppers	H&M				Consumers that have recently been to H&M	
FDC546	$1.50	Brand Shoppers > Gymboree	Factual	Geopulse Audiences	Brand Shoppers	Gymboree				Consumers that have recently been to Gymboree	
FDC545	$1.50	Brand Shoppers > Giant Eagle	Factual	Geopulse Audiences	Brand Shoppers	Giant Eagle				Consumers that have recently been to Giant Eagle	
FDC544	$1.50	Brand Shoppers > Gap	Factual	Geopulse Audiences	Brand Shoppers	Gap				Consumers that have recently been to Gap	
FDC543	$1.50	Brand Shoppers > Forever 21	Factual	Geopulse Audiences	Brand Shoppers	Forever 21				Consumers that have recently been to Forever 21	
FDC542	$1.50	Brand Shoppers > Fidelity Investments	Factual	Geopulse Audiences	Brand Shoppers	Fidelity Investments				Consumers that have recently been to Fidelity Investments	
FDC541	$1.50	Brand Shoppers > Fiat Dealer	Factual	Geopulse Audiences	Brand Shoppers	Fiat Dealer				Consumers that have recently been to a Fiat Dealer	
FDC540	$1.50	Brand Shoppers > FedEx Office Print & Ship Center	Factual	Geopulse Audiences	Brand Shoppers	FedEx Office Print & Ship Center				Consumers that have recently been to FedEx Office Print & Ship Center	
FDC54	$1.50	Behavioral - Travel and Transportation > Public Transportation Commuters (Daily Commuter)	Factual	Geopulse Audiences	Behavioral - Travel and Transportation	Public Transportation Commuters (Daily Commuter)				Consumers that commute via public transportation on a regular schedule.	
FDC539	$1.50	Brand Shoppers > Express	Factual	Geopulse Audiences	Brand Shoppers	Express				Consumers that have recently been to Express	
FDC538	$1.50	Brand Shoppers > Enterprise Rent-A-Car	Factual	Geopulse Audiences	Brand Shoppers	Enterprise Rent-A-Car				Consumers that have recently been to Enterprise Rent-A-Car	
FDC537	$1.50	Brand Shoppers > Edward Jones	Factual	Geopulse Audiences	Brand Shoppers	Edward Jones				Consumers that have recently been to Edward Jones	
FDC536	$1.50	Brand Shoppers > Duane Reade	Factual	Geopulse Audiences	Brand Shoppers	Duane Reade				Consumers that have recently been to Duane Reade	
FDC535	$1.50	Brand Shoppers > DSW Designer Shoe Warehouse	Factual	Geopulse Audiences	Brand Shoppers	DSW Designer Shoe Warehouse				Consumers that have recently been to DSW Designer Shoe Warehouse	
FDC534	$1.50	Brand Shoppers > Dollar General	Factual	Geopulse Audiences	Brand Shoppers	Dollar General				Consumers that have recently been to Dollar General	
FDC533	$1.50	Brand Shoppers > Dillard's	Factual	Geopulse Audiences	Brand Shoppers	Dillard's				Consumers that have recently been to Dillard's	
FDC532	$1.50	DEPRECATED > Destination Maternity	Factual	Geopulse Audiences	DEPRECATED	Destination Maternity				Consumers that have recently been to Destination Maternity	
FDC531	$1.50	Brand Shoppers > Denny's	Factual	Geopulse Audiences	Brand Shoppers	Denny's				Consumers that have recently been to Denny's	
FDC530	$1.50	Brand Shoppers > Crate & Barrel	Factual	Geopulse Audiences	Brand Shoppers	Crate & Barrel				Consumers that have recently been to Crate & Barrel	
FDC53	$1.50	Behavioral - Travel and Transportation > Luxury Hotel Loyalists	Factual	Geopulse Audiences	Behavioral - Travel and Transportation	Luxury Hotel Loyalists				Consumers that frequent luxury hotels.	
FDC529	$1.50	Brand Shoppers > Cost Plus World Market	Factual	Geopulse Audiences	Brand Shoppers	Cost Plus World Market				Consumers that have recently been to Cost Plus World Market	
FDC528	$1.50	Brand Shoppers > Club Monaco	Factual	Geopulse Audiences	Brand Shoppers	Club Monaco				Consumers that have recently been to Club Monaco	
FDC527	$1.50	Brand Shoppers > Claires	Factual	Geopulse Audiences	Brand Shoppers	Claires				Consumers that have recently been to Claires	
FDC526	$1.50	Brand Shoppers > Citibank	Factual	Geopulse Audiences	Brand Shoppers	Citibank				Consumers that have recently been to Citibank	
FDC525	$1.50	Brand Shoppers > Circle K	Factual	Geopulse Audiences	Brand Shoppers	Circle K				Consumers that have recently been to Circle K	
FDC524	$1.50	Brand Shoppers > Chili's Grill & Bar	Factual	Geopulse Audiences	Brand Shoppers	Chili's Grill & Bar				Consumers that have recently been to Chili's Grill & Bar	
FDC523	$1.50	Brand Shoppers > Charles Schwab	Factual	Geopulse Audiences	Brand Shoppers	Charles Schwab				Consumers that have recently been to Charles Schwab	
FDC522	$1.50	Brand Shoppers > Champs Sports	Factual	Geopulse Audiences	Brand Shoppers	Champs Sports				Consumers that have recently been to Champs Sports	
FDC521	$1.50	Brand Shoppers > Century 21	Factual	Geopulse Audiences	Brand Shoppers	Century 21				Consumers that have recently been to Century 21	
FDC520	$1.50	Brand Shoppers > Carl's Jr.	Factual	Geopulse Audiences	Brand Shoppers	Carl's Jr.				Consumers that have recently been to Carl's Jr.	
FDC52	$1.50	Behavioral - Travel and Transportation > Leisure Travelers	Factual	Geopulse Audiences	Behavioral - Travel and Transportation	Leisure Travelers				Consumers traveling by plane or train for vacation or leisure.	
FDC519	$1.50	Brand Shoppers > Caribou Coffee	Factual	Geopulse Audiences	Brand Shoppers	Caribou Coffee				Consumers that have recently been to Caribou Coffee	
FDC518	$1.50	Brand Shoppers > Calvin Klein	Factual	Geopulse Audiences	Brand Shoppers	Calvin Klein				Consumers that have recently been to Calvin Klein	
FDC517	$1.50	Brand Shoppers > California Pizza Kitchen	Factual	Geopulse Audiences	Brand Shoppers	California Pizza Kitchen				Consumers that have recently been to California Pizza Kitchen	
FDC516	$1.50	Brand Shoppers > Buy Buy Baby	Factual	Geopulse Audiences	Brand Shoppers	Buy Buy Baby				Consumers that have recently been to Buy Buy Baby	
FDC515	$1.50	Brand Shoppers > Burlington Coat Factory	Factual	Geopulse Audiences	Brand Shoppers	Burlington Coat Factory				Consumers that have recently been to Burlington Coat Factory	
FDC514	$1.50	Brand Shoppers > Budget Rent A Car	Factual	Geopulse Audiences	Brand Shoppers	Budget Rent A Car				Consumers that have recently been to Budget Rent A Car	
FDC513	$1.50	Brand Shoppers > Bloomingdale's	Factual	Geopulse Audiences	Brand Shoppers	Bloomingdale's				Consumers that have recently been to Bloomingdale's	
FDC512	$1.50	Brand Shoppers > BevMo!	Factual	Geopulse Audiences	Brand Shoppers	BevMo!				Consumers that have recently been to BevMo!	
FDC510	$1.50	Brand Shoppers > Bath & Body Works	Factual	Geopulse Audiences	Brand Shoppers	Bath & Body Works				Consumers that have recently been to Bath & Body Works	
FDC51	$1.50	Behavioral - Travel and Transportation > Frequent Travelers	Factual	Geopulse Audiences	Behavioral - Travel and Transportation	Frequent Travelers				Consumers that frequently travel by plane or train.	
FDC509	$1.50	Brand Shoppers > Bass Pro Shops	Factual	Geopulse Audiences	Brand Shoppers	Bass Pro Shops				Consumers that have recently been to Bass Pro Shops	
FDC508	$1.50	Brand Shoppers > Baskin-Robbins	Factual	Geopulse Audiences	Brand Shoppers	Baskin-Robbins				Consumers that have recently been to Baskin-Robbins	
FDC507	$1.50	Brand Shoppers > Bank of America	Factual	Geopulse Audiences	Brand Shoppers	Bank of America				Consumers that have recently been to Bank of America	
FDC506	$1.50	Brand Shoppers > Banana Republic	Factual	Geopulse Audiences	Brand Shoppers	Banana Republic				Consumers that have recently been to Banana Republic	
FDC505	$1.50	Brand Shoppers > Babies"R"Us	Factual	Geopulse Audiences	Brand Shoppers	Babies"R"Us				Consumers that have recently been to Babies"R"Us	
FDC504	$1.50	Brand Shoppers > Avis Rent A Car	Factual	Geopulse Audiences	Brand Shoppers	Avis Rent A Car				Consumers that have recently been to Avis Rent A Car	
FDC503	$1.50	Brand Shoppers > Athleta	Factual	Geopulse Audiences	Brand Shoppers	Athleta				Consumers that have recently been to Athleta	
FDC502	$1.50	Brand Shoppers > Ashley Furniture HomeStore	Factual	Geopulse Audiences	Brand Shoppers	Ashley Furniture HomeStore				Consumers that have recently been to Ashley Furniture HomeStore	
FDC501	$1.50	Brand Shoppers > ARCO Gas Stations	Factual	Geopulse Audiences	Brand Shoppers	ARCO Gas Stations				Consumers that have recently been to an ARCO Gas Station	
FDC500	$1.50	Brand Shoppers > Apple Store	Factual	Geopulse Audiences	Brand Shoppers	Apple Store				Consumers that have recently been to an Apple Store	
FDC50	$1.50	Behavioral - Travel and Transportation > Family Travelers	Factual	Geopulse Audiences	Behavioral - Travel and Transportation	Family Travelers				Consumers that go on family vacations.	
FDC5	$1.50	Behavioral - Auto > In-Market Auto Intenders - Trucks	Factual	Geopulse Audiences	Behavioral - Auto	In-Market Auto Intenders - Trucks				Consumers that are likely to be interested in purchasing or leasing a truck.	
FDC499	$1.50	Brand Shoppers > Anthropologie	Factual	Geopulse Audiences	Brand Shoppers	Anthropologie				Consumers that have recently been to Anthropologie	
FDC498	$1.50	Brand Shoppers > Ann Taylor	Factual	Geopulse Audiences	Brand Shoppers	Ann Taylor				Consumers that have recently been to Ann Taylor	
FDC497	$1.50	Brand Shoppers > American Family Insurance	Factual	Geopulse Audiences	Brand Shoppers	American Family Insurance				Consumers that have recently been to American Family Insurance	
FDC495	$1.50	Brand Shoppers > Allstate Insurance	Factual	Geopulse Audiences	Brand Shoppers	Allstate Insurance				Consumers that have recently been to Allstate Insurance	
FDC494	$1.50	Brand Shoppers > Aldo	Factual	Geopulse Audiences	Brand Shoppers	Aldo				Consumers that have recently been to Aldo	
FDC493	$1.50	Brand Shoppers > Adidas	Factual	Geopulse Audiences	Brand Shoppers	Adidas				Consumers that have recently been to Adidas	
FDC492	$1.50	Brand Shoppers > Acura Dealer	Factual	Geopulse Audiences	Brand Shoppers	Acura Dealer				Consumers that have recently been to an Acura Dealer	
FDC491	$1.50	Brand Shoppers > Abercrombie & Fitch	Factual	Geopulse Audiences	Brand Shoppers	Abercrombie & Fitch				Consumers that have recently been to Abercrombie & Fitch	
FDC490	$1.50	Brand Shoppers > AAMCO Transmissions and Total Car Care	Factual	Geopulse Audiences	Brand Shoppers	AAMCO Transmissions and Total Car Care				Consumers that have recently been to AAMCO Transmissions and Total Car Care	
FDC489	$1.50	Brand Shoppers > 99 Cents Only Stores	Factual	Geopulse Audiences	Brand Shoppers	99 Cents Only Stores				Consumers that have recently been to a 99 Cents Only Stores	
FDC488	$1.50	Brand Shoppers > 76 Gas Stations	Factual	Geopulse Audiences	Brand Shoppers	76 Gas Stations				Consumers that have recently been to a 76 Gas Station	
FDC487	$1.50	Behavioral - Retail > Holiday Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Holiday Shoppers				Consumers that are seen shopping during the holidays.	
FDC484	$0.50	Demographic > Income $200-225k	Factual	Geopulse Audiences	Demographic	Income $200-225k				Consumers whose household income is between $200-225k.	
FDC483	$0.50	Demographic > Income $175-200k	Factual	Geopulse Audiences	Demographic	Income $175-200k				Consumers whose household income is between $175-200k.	
